complex_id,source,protein_hash,length_aa
PAIR:05070cd46304e2deac6793795c4827916a72c8fddf67b80419648efba6afe8f5,NPInter binding-site,b7b1f0c8befd3b79a2858fab25ea2b1896747cd28b13edc88a13969b60adfe9e,711
PAIR:376896c20fba7dce64012157074bdeabee764c860247d2110ec3448bdec61e6d,NPInter 主表,d305201261eeab8de44d1384e02e5ccc073a4215d3736224f850741d0673fc92,579
PAIR:a6c879b4c0e21f9e18c1b931e0b3c1b27935bfe346426b285d755ea7f50fa7b5,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:ffbcb0d85966f58d2be04951d75657129566915e59a43d6b2e760a950edb4eff,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:39c986cd2e94b46d929e003017a58ccb40801742e7a5d75fa0799d10c0f858d6,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:aff4a1cf3b39f1e0724740e03b5d372cecf475e0ed9f4828e56d210c640458b1,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:36d16e86a2ab74c72d78ad75625e9700a8d5f585f020c95c052e40bac65f86f7,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:6a03e8f1f3a1137fe6782a23a051cf50f170910cffa2a36ca925471d4af6adef,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:08d50919c5dc26be6f8bd64225fdd54fac470e7e1327479da01403c00b214640,NPInter 主表,16353fe958a32dd95bb36c2709d21f03c58ccb8f70d301f87027e47ca5c593ba,786
PAIR:8003e534a53480dc6b73754d3c859e7d89817fece9794fbc918c84b42dd2047c,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:0a32bb8f8abbb7f5869674d35a9f6ac7c5556fd761883c74cce0c24eeafdd3bc,NPInter 主表,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:67f0398575a32babb1a5b31dc0dd44ced0de4b3d29adbd8f1bec2e4b1cbd1351,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:4cd54914c7b993bd7ae72186bb255f4dd3865555b24fd1384d1ae1685783557c,NPInter binding-site,b51a922f8f9c876d9381e7a3cbb16d49cc75455ec648a608a5ff253a6c40e1cd,621
PAIR:2de39835a7f4613c5c5f918fdd98cfd1c701b41f3604d01b870efaba533043b0,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:9d5e85a52bd83ccded0f076079dc8dcf9de5576c986a53ef05af01301aab65fe,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:05ff3ff5aab6bb8352f4aac83a1bfdc12ffd2f2cc81c1d37c1fe83969e2d3ce8,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:b0870a7b222cb252b1aa19e8adbc6ec289fb157cd2be5b06aeab990e707849e4,NPInter 主表,8b2e054eee76971aa48f4d8f9cf47661f747aba633eacceb25a35ff1c110d9d3,55
PAIR:759f992584b4706dd4abcbaa8f4bad7067892e74841118d877491555343f1d2e,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:1c2c7b82f0206009f85ce71bbca99e282f536b030c4f516e0ec88b4ab106613b,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:afd8475bf6adf1c95e7fdb0a288df3e80eb2952eb5627221784b28d1748b793d,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:fba4dcc68f2adc740a1c8a088ab9ab3e52b4dd9e23711b74932da2bd7f1d2ff5,NPInter binding-site,08753e33f13cb41cfc75f9630a8199c09db43e23fc3c74764381d276b28fcc52,359
PAIR:5dc14d9a72446a9b4bf5286b1590f6347b4368213a19acf3975220739d4eac86,NPInter 主表,14ee69b1a19a03372946f30cbf7f3656100e0be94e39f5b9ea9fb6e301e86081,930
PAIR:9e5681a1cc85106dc9b312f0f5e26dc3f512a874218af09a05059f06b4ba3573,NPInter binding-site,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:3c13ff3d3658ad2f9e2374c39c7c1828c55678ab575b3bfb4673bae07c7deb60,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:c647ef1938902bbcda29599789ce6c930ff34e39e6c06523861fb86cdff9e759,NPInter binding-site,205c68016d18020775123bd260c1e56d2781094bb7da8f69639b85c3a6a52c0c,1123
PAIR:09e4d89849da4f01b83308a97342d7e07c33f04acc4fa3c2757bcd1d04724d5d,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:1835dd19c13f87408334668f05e6b18d29ca1d34e3ea0f9ba56be4e6a406b1c1,NPInter binding-site,7c8352f9f46d61a04e6bd6e3177d082eb2f5beef0c88831d9739d8aeafab1085,477
PAIR:dc74dd454d3ade0af08bae116ac91fd008be28bec929fa8d8a05d6a6634bf447,NPInter 主表,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,505
PAIR:46dfccecbeaa338f824b724e419a488e37a00d5534a26bf2f5e1d3d6ef6e1a3a,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:5341db77e736d56af99da8c3133daf2723eae2c181723141f77d7c09f49160b1,NPInter 主表,176d791e481cb2e52737cdb1c14695e77230ac61d5bc893adc543d095b381d79,366
PAIR:7e0d349bb5179a5ada6ad9371bf151cae194c38cfe3db28c50bc531db8906ece,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:1d619dd9e14295f731e4b72410dcd73f91d0b78187081a8283f5b713f1fd9749,NPInter binding-site,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:84421fa3f93bef1d5d9383ac4ba3494564ca9dfd3fb4906529170a449c74f3c4,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:3d235f447e30cd085377306eabd45f4840dc1caefcbe86b06a656fedafbc07aa,NPInter binding-site,1156c074a7f022e2e830a4f7bf2dc9f681452791f1bc93013ba64c90bc7a4bb3,847
PAIR:5ed1013bff0ae5cab702021f33a18e4762677916172cc966d2c4e7ac01c0d9f8,NPInter binding-site,7d0e7015e56114175dd0b53f4d94b9b246eecd9bd9a731000ae0388774a2f5e5,738
PAIR:d9cc59dd944b51883dd46dbe4bdcb2b9fd0766258e823e73ff51db91a92ff53f,NPInter 主表,78f16cac6a9641581d50061699f49acbea1d226148bf544f24a63c74bb63051a,156
PAIR:90a020743fddbc63ae02b7ba29e65a6fa1c6d08189601af8392192b4aff09d89,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:893fe8965e2f754d8614c97e917e7ea7fa41ef92cf74b71970a242dcdc5b2c42,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:b187d3dd228b5e92527bc9db3727569b4ad49d0211de28b0edf272c601be49c9,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:ed3db5419f1f1eded7cc3a66d507aada9b2587e97fd88d97a7782c6c3d0fb61b,NPInter binding-site,df365308c4ad893dc5c4da54a79349e16c11f8c1194b238e0a16b4d544802073,282
PAIR:0f26d3c1eec0995a6078fc328e1678fb17319a71a6b9248404d7d18600190524,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:dd72c5fcdcb4df9b13e7823ac2ed4942e95eec7ec3428f5464aced7a9f24060a,NPInter binding-site,acfa484c42cfffe53e1c5b8454e5122d33697c0110cee32c8ed105610033eeb7,907
PAIR:f815abafb4a66774f7c6b91a2d2cafd1abf209e2bb78d3cd5a3003804f0632dd,NPInter binding-site,205c68016d18020775123bd260c1e56d2781094bb7da8f69639b85c3a6a52c0c,1123
PAIR:a5ed1a4c37ef84b470a3f41e205a1ad502d7c0e2fc2262e08af540a0ab5a0b73,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:809a08cb613287e6fc053830284507300ff268205b6c52e8d5f2e4b4d75ec9a1,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:b864f2caadbd8d5c4b17978dfbbc7a9a83713ff0ae063b16b3f423f05d402888,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:62a3d00b86baaee5bb2dd3b1375303abd1a20de331d1376303b1005fad4224da,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:91d33cf878baed991defb15b14a24c691460c5459eadc45f72d3c4abbda8cf5b,NPInter binding-site,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:5eaea7e7883b6b47a6f540ececbea89b8d1ba2cc83bc8d91533167e28e2eb2cb,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:734deb478486259ceac14757c9ced8f4950aaad6fb49c9eb1a36bad04df33e5d,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:f47b46690b26c27123e29b19eacba97b225d0b2a4e5959ea87ad90bf777ec876,NPInter 主表,c5e427829de9c231bddfb5f5c2e6e57b8486424a76f39c5fc391f17f1b944bb8,699
PAIR:a40488a31b714932989233dee0dd6dce6f6c5eeac5242ffd6aae30062a414d75,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:5f7184be324542234095c132c49f9e9ff4a97136a194ab50a52b60eb461b96f7,NPInter binding-site,471e95563918082caec3b5cd193f78c72a43ca7535721f27e3f371d0ff5454a1,1374
PAIR:918c9790c004c904b6d3a98b7bcaf836dfd4fc58fae73169fb7c34e73812c176,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:2a96072062e773c061ec6491193fa7abbe41e73fe5c3bb19e67b508e83059c37,NPInter 主表,f4851453d4de4ed2f0aea46c1a82752be0139b026f62c7aa7875fff0028414d6,953
PAIR:4a083bb93b63ce7a3c3820c89c0955346191401cdd6aaee0867881ed629d6bc0,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:a7ba6dd7bfc4a89f095b88b546c5fe72891c2a8b5733b1f2a562604d8bdd64aa,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:b56bc4b82d5275b3487c83bc0ba242956cb39875bd3485595ea325058146809f,NPInter binding-site,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:8cdb64834046625b86b7a49a0006819c6c5851430ad591ff2ebd50f176f98135,NPInter 主表,b34ccf4be38dfe0eef956880c189a1de0e74db1de145eaf43853d62ac5f61f36,172
PAIR:767e4f46be3340f917d7b549fb9f0449e21a3d5d7b97a99a49ed09e06fdc8397,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:0fed2d50c2617f64569f2bf4757da6c762f445ab0e49f4b8c682727b48607aba,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:e90e3380b34012a308337daf080595b632214bc5a3f585f1e94edb7eaedf8d44,NPInter 主表,8b6e6bfa915a530a1d8ce532ba96efea2b2697974b57e76114de04c1d8f61622,384
PAIR:51132ed0e55052a9398881570d211148b6bbcb5e76350dc7ffbd57b0be76238e,NPInter binding-site,1156c074a7f022e2e830a4f7bf2dc9f681452791f1bc93013ba64c90bc7a4bb3,847
PAIR:cd1939716bbc2faad8af4fe539cabdefab40bb038de5b18a1173386b78f3b4ac,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:7f8b3101ef3197f25092feac323f711f49b2ce9298900877104fd7efa6c578e2,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:9e2ceea3f6a6d3b406766fdc41d34eed80f90c464ea75d1068118cb66f07ed47,NPInter 主表,87386ac4315947d0ad1094d2d48cb0118f9ce61c722e2beda3c80bd0e5bebbbe,391
PAIR:0d9169c1adcabfb22d9952ca7089e8270e353b1201d394b8ab3fb439639f12c0,NPInter binding-site,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:307dc070487c2db35182a8e9c7cdd1bfb9553e0738244c65582259449ca3bf42,NPInter 主表,5ed5e735763d5ee7295541f32f24266389d5d3ccf7a723fb61bf4a407a7e62fa,707
PAIR:068bbf2a2f7d1c083b849d3ca1ab04cfa732f97aa8aa0ab588d1d9eeb23df776,NPInter binding-site,f4851453d4de4ed2f0aea46c1a82752be0139b026f62c7aa7875fff0028414d6,953
PAIR:a01ff7b8f974074c7102918d39d839e054d79b62b4f2291f385649e364f4b6ff,NPInter 主表,4f262363ce32c00cb3ebdb0a9895f255e59d51e26b7d4141cebd0e49c7b4c1cf,861
PAIR:b998d4ea8141d21a05f1ad3776515734402c261c51b4a95602bd73bd10208365,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:87c266157ee276719063688d2837cfecba8648df910cadf5879a251e519d436f,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:eacd695904fa59af20ecac2b713918639838193e34cbdd780dd90c9fec11150b,NPInter 主表,d19abb85e8efab173b20be101ab23c595b62aa06850b2ee738002ed7111eba69,365
PAIR:b0e8d00150149ee7c858c65dc4f58243b2db07ab17145ba1e5ece7d59f5659fb,NPInter binding-site,5f87bc1f67cbb22195abcb4b9134c3bff70c5474369e26fcd2a2b2a1dc102b23,390
PAIR:cbbb2da9ce9ba43425a056f754594349b17123c5076a2c56df9fe7a52aa8c133,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:c3315eafe59c70a97ffa08a738b67aeb3ab80d73817f7a86c033e0b66cf2acd2,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:5dab985b402aae5d55e3c1fff781fedc3de9a2e319705b4c80f91d4d539f4c6a,NPInter 主表,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:3da48d2e08d4d318f7f5cfb8bd966f389de17c5939038c5e975acf255bc9a409,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:de52f2a4cfca18d7b7047f9b5958d1d3b88faca1af8201c9ab7454198f1b2bae,NPInter 主表,a88214235ca79bf8fd1c4f06548d145a54ad9c349c90f4535279e4d93d47bd7d,724
PAIR:889fd80df9316aff299d7ece02532321fc0c1b7895c64b80aefa6b21732f44f1,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:60be04f4a74db447c3df8fa02d217d27a60485da06492e2a6cdf67ba64f7eb8a,NPInter binding-site,75078f3a53de34edd93133af165bd3d5246d26dddb31ce2037c8b11ac97791bf,248
PAIR:6577484e5cb657a95ec95cb2c871dfdf779253db04eeca0447ba7774240d91e7,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:9ecea64b3971cc258f034497ceca0cead4f018be3d9a20b47397652c572d8e2e,NPInter binding-site,b8f8a175d7403684fd385be012e3e43d33dcda33659089ea7eac2a2d8147e92e,443
PAIR:ce5fe5956d42826691d095e498796e76274ceea881925f318cb40ebe0901902b,NPInter 主表,a5eb2a05bcffda742112224769a5500aa6d81f8494ecef83da7d02966049517f,551
PAIR:246181e5aba911ec2c01a52c653986daa50e2915d2b98ffe31dc4e4f7cb9a519,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:d64c7faaedf1b1052804a4880d8c2409581c30e059e4f171042dbef83da38b5f,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:4682151dab70fbf4db2e1d599074e56f464363f4a7bc33df9d9810432eb1134d,NPInter binding-site,0398f25f8a0f4a4191727351d2fd54d124020728f209a603d3dfc039e2b3299d,352
PAIR:66502f862ca6e814f47e9dd8f93173d92f040bf3199085f7cdab1f71f13235eb,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:c7733af510e693b29a1398f48907026bf2700258b746ff54107425dc633e5e07,NPInter binding-site,69706cd52d6f574832f2271bd3f5f0f142bbfa0b0078f9e7134f9efd8aea867b,632
PAIR:c364e70af9de97da1a325ee8606401accca73cbec80ef678bb26bcc781366da0,NPInter binding-site,d19abb85e8efab173b20be101ab23c595b62aa06850b2ee738002ed7111eba69,365
PAIR:a0c7cbc328734876a2740f200f289a5551a01c675bc4e2b828bcb4851a16f82f,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:7c6aced42f0e97a5a0ce6034ef36ba947280b114ce74da1e5bfe4bd8e6feb4db,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:f68048ab2c987713d050d061a5c4b046c05b7a5a64b6321073546ec62f8ca7f6,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:62b1cf84d221dc198d219d3517de64f1562797fedd5b9dfb8e26ebf07911d96e,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:077bc127838342c98948a9e32a292c4f77726256a23fd09bf197b0a18061672d,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:1bc96646f1e0fafdb856320d99d725c4b8483e5e344dcf42885688f56f050a85,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:6f7b19162c9f61039930fbe30e803cbfe97ae76a3dc567d46ac575651c959430,NPInter binding-site,9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,538
PAIR:e602031c76f8fa6fba1d9ddcaf65fc6644868f054c6037ddfb22203b3688b4ec,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:fa8991ccf9928f80e4d050e4bbcd675de813d507faa204a9533d6db9e5fb3a94,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:603fdc8f8ca11edd38529637a1ca3d33785e3088690732a467f0c605f9506e71,NPInter 主表,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:be397ad44dc6c818ad328b9a467ec08939afe9a7d0f773eea3dbe4b31008cc8d,NPInter binding-site,cbe15fc80b0634f84d7299fa370a329e37024ef5afa603899deab1483df850ca,238
PAIR:b38d358ce416679a1aaf371d02d281b7cbc0887fc79d1a751d5986f63cd26b9b,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:956ea09164687f6d1fdcc27f324d6eacd14955af71fc2972ae79ceadb0b95a37,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:a083f77fc9f4979008867e0fb3db7b4f833665be6a4cb80f653b9566954dbd88,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:9a6c484f55c8376d2fe35e69f9fc1839c275a7ee605793ae048a165687b32b9f,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:9cd82b2308752a14792802d4d45e507aa3e354a614a7ba9ddf54bcb03d80faa3,NPInter 主表,38007c86c8964651573614630370c28d12e674fbbfd29ef28f32aad9ff298b37,894
PAIR:311f94428c772819cb6e17ffbeeb91c3ca48169367b2953a29fda2eba28e479b,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PDB:1WSU,RCSB PDB,08e7862e48d4320f3e1ec9fae90778692b3e5bc9323b4bacf9cf6eea6593ed42,124
PAIR:306b82484ac303b7ba428069c98c8cc30328fe8bebe8edd2c9e103dfb0d65f71,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:4d2736e757ef956cd18a9c92cdc630a2d7e7366c473bb2d83ee699a56757a2ac,NPInter binding-site,75078f3a53de34edd93133af165bd3d5246d26dddb31ce2037c8b11ac97791bf,248
PAIR:f34afeaf3b9a7aa3e5aa3f2b7a2983fa560a1ae5d2e2be7adad9abda999bb7da,NPInter binding-site,ce2c05287395b2074a1b926a54c17cce93ccc6595614a3ab2df84602d354dae8,1066
PAIR:28807b3f48d6135b1b15d50a1b11808d971125a4f27a5c17e172b487e0135ea8,NPInter binding-site,16df3ed2624e19bbc1f230f94eb02d646ab6ddc900050cdec0ddf99c4b04e13e,486
PAIR:9b6b4276a763575a8dd383a7274b65dcc86990830889f98a8421c2a957216d77,NPInter binding-site,f4851453d4de4ed2f0aea46c1a82752be0139b026f62c7aa7875fff0028414d6,953
PAIR:4dec7dec8fe7dc1fe8742aab1415fe040fd5740db4486146f4d83fbc59f598ca,NPInter 主表,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:f544f3f516c45d588a43c218bdb0ab0554e740e17854cf082f737144605cec56,NPInter binding-site,6ebcd9d1f5201ce756f83bdc960921125f57a30d267f8b2993f4652f9c93a620,459
PAIR:32575ea8e9c5e7e729a485724c5235285affd7dfd38c08c006bc57c5e4949e84,NPInter 主表,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:17b75f18ae7b28d2046212f3f8641cf2dd7f8cc76d81874cf43a78207cdd21f2,NPInter binding-site,ecf13ad40af491ee1209209f3f8287ff311ffbeed5c44696e5cf5c4a0ec54423,609
PAIR:442431d37cc07d2e40d473b66718ef04bd0f70b194e372d433ec3e36c852f27f,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:d241362c9dad0909ecdada5f3e1b1792b9b2031fb3bd373c7453b432cf66aef3,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:67f6eb7184a87baf8a3dd0c511acfa1620c0a8db23bb4faed81f19b9b762622c,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:b8b5bc7d8fab3be0d4f03677aba1f8995bf634782dd84200b90775a706bff42e,NPInter 主表,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:4cb3529623ec63c12f363505e4cf35ed548c4edec5b1d62cfd0f03c3e0dbe7bd,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:95328d6f0852317e1f716d5accf8b9ffc5ce6c02de782e42ff36f688ad5ca29e,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:15c7d1704bb2972e6992401ce3a61b8aba38d1145fd515c4db128f16a3d1d3a4,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:7e0d262ad78d5a843f7c0dadd1db32af0518cd71b48a4d88ee8620e72ce08ff2,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:81e0c7832694cd17b58218f6c17fce7d8f0f757f53f83cd3df5d14af1dbfd95f,NPInter binding-site,dd4404fe400b9d8b1c32debc5b5d145baffe92f93cd35733d08b258005b15e0a,958
PAIR:0701286b0d1e4b59afad84c24e69323dde18df410e1e9bf6e00384c6be5bcb1e,NPInter 主表,9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,538
PAIR:48a98ab7f9a2e0634faa287af8763fff4007cfd1c71462d3577159438db1a08a,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:9a4bdbfff7ee860f361729e4a7ca9b9d8ce5a244ae3afedd0eed76d6f62c332b,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:0fc1d6db30558d627c3461eaca21ff8bb1c3ff16d25920eb9fa53e1e15de29f2,NPInter 主表,690f21b5d2f5b9dc5de2910209539bb666ac95e7d1ddad0905a2b5fa900bcb24,1009
PAIR:f379337e861d8961cac0607e4bf5c2ba3976441a6a4d759b847bc48532ed1e6a,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:68a56c611ac091352eb8d6e1346ca9219ce46ada41fe55447c27b5f1601b61c6,NPInter binding-site,5ed5e735763d5ee7295541f32f24266389d5d3ccf7a723fb61bf4a407a7e62fa,707
PAIR:eb2e64b0bccb44ca8c4910132361767d01a46203946089084666985b69c76b2e,NPInter 主表,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:4ac157c7694070a20803947d1d5ba9c43e4cb1cfb50aec83e3c4a1e81023bb09,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:a838e676671c030e9b484ee39fabcd883eda71b478f83537dd34fdb08bfadf2d,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:31033d6ac6d38685d92c24bd7598caee2c73a22993350cb1d6f5990bd4af7b16,NPInter binding-site,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:30cce79916d6ddbebc896e3f81f6e50d81bb16bf27c246a0f0f2c2901d6471ce,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
