rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
197,c39e09f2d54f0c21d4f4f3e6306349799f77c3e95b25fc524647088c95ea678c,ZMAT3,Q9HA38,289,10,1,10,0,0,0
198,dac37464055cfa614bde75cdec00d02ba138604a13810cc76bef74a1f50e6c59,7TO0_chain_A,7TO0:A,925,9,1,0,0,0,9
199,0702a4839594a01b96ceb6a4a7db99e0481d239f7c763ad2256c88d5e9e7b249,8KAH_chain_B,8KAH:B,1368,9,1,0,0,0,9
200,f246d2e186552bb794816bf33cb77d05cc9c4363fbd94266482b3b7157c63799,MSI1H,O43347,362,9,1,9,0,0,0
201,eb825280396e277ec7f873954486d04a51d17a68fd7d568c5237398715e76c28,Rbfox3,Q8BIF2,374,9,1,9,0,0,0
202,e3d5ce2359ff43d2f185adcaf403d48250ee22da517c26ed982e8c8d86308b90,SP1,P08047,785,9,1,9,0,0,0
203,5a38009bf089dac29d207858fa54ad34909f45a220d561cc0d16992c6f6bab19,SUZ12,Q80U70,741,9,2,3,6,0,0
204,c9c62f6c94abd2acf75c022e43fd489bb14d2e6652fa08c0ee4d1586e39de797,hnRNPD,Q14103,355,9,1,9,0,0,0
205,ed5cb68674f2cd660db6cd743555d12b06fc6652e6f8ce08201acfdad9083f08,4WRT_chain_C,4WRT:C,751,8,1,0,0,0,8
206,3947d5817aefb4513ad5a2c41e91ee535139c783aa5ad1e753b1ebe372f05115,7XSP_chain_A,7XSP:A,1722,8,1,0,0,0,8
207,d7d629341c014f3d360bfde0cf1a7c06b939055d9e493eaf6bd047eed85a519c,8VMA_chain_A,8VMA:A,233,8,1,0,0,0,8
208,de5d96c9d8e7a9085c334baf9c5585f73e03c0c43088632aeb433318aadab21a,METTL3,Q86U44,580,8,2,5,3,0,0
209,7db0a908ad8efe6b0b3e37c00bc46bbd205b8c6a74d05e07ec0f27555f3c54cf,SLBP,Q14493,270,8,2,7,1,0,0
210,de190e8a858486a57faef2788fa00e424404e8a5f9a13eb3239672a871be9a7f,1YYK_chain_E,1YYK:E,221,7,1,0,0,0,7
211,1784078ae7b1bc672070d56747e80ceb4a2b74641a277d3ca595a4e0fd478b01,4V6O_chain_O,4V6O:O,123,7,1,0,0,0,7
212,18bd30530386ffbf38cac081687f2e7a84b69580f634b6cbc52b71e4860ca9ad,6SZV_chain_B,6SZV:B,776,7,1,0,0,0,7
213,4a6eb06582334b09169e21ac5f2a6e35842357c03cd310a4c5d742b2b1b7842c,6SZV_chain_C,6SZV:C,809,7,1,0,0,0,7
214,37892504ee980fd328015aac25738a4d34825fdaadf3d8521ffd2b32fb46269a,7ONU_chain_C,7ONU:C,261,7,1,0,0,0,7
215,661d6f24487776dd28c45b637aa4c8ff5fa8cad294330ab0b63c8645e2b890c6,A1CF,Q9NQ94,594,7,1,7,0,0,0
216,6f49ffe07208eb1a3d9b63e0729d85a3f50f5b5b04fc8888a0f955bf90ce28bb,KHDRBS2,Q5VWX1,349,7,1,7,0,0,0
217,e1d642cb550ec3a375be6b5eee6dc2f95d4254bea14450363e951eef162459d8,SRSF4,Q08170,494,7,1,7,0,0,0
218,a99e422fc711eece72f3eb7bdd1cda4475fb61a5e0c978b23c0c5b372c06ac6d,Srsf3,P84103,164,7,3,5,0,1,1
219,eafecfdd18070cecdb86131237e12f2913249e5fca084d9b4e93beb0ff26a872,TNRC6A,Q8NDV7,1962,7,1,7,0,0,0
220,57e5db73a694d5248b49c243d1e9fe5c99c90610cc7df3d2779f7fc05e92c174,2JPP_chain_C,2JPP:C,70,6,1,0,0,0,6
221,fefa7713a8350ac57a52c23323bd4d598dea42946d767d1cb124c6969a73d283,4KTG_chain_A,4KTG:A,127,6,1,0,0,0,6
222,ff8517c64b65275523436823758cc6203084c1e04b992bd66937ebb4d54a30d3,4NGB_chain_A,4NGB:A,302,6,1,0,0,0,6
223,59f28fab5218db94ebf67304404da7c509aa90bed661f72a236a1feb2172d8fa,5MGP_chain_F,5MGP:F,177,6,1,0,0,0,6
224,10350af108918037f803460492e953883463e9e53204b51c4cdee0bae575cc50,5MGP_chain_NA,5MGP:NA,127,6,1,0,0,0,6
225,4c1f66bf80402e2b6ebfc227a58bfdc5f9e57f48fbe6673245b427e0327c8e5a,7K50_chain_KA,7K50:KA,151,6,1,0,0,0,6
226,ebc39cd8889abc697f4c882da709d0841a2d54bea66590f07d37ae2e32c06c2a,7K50_chain_YA,7K50:YA,65,6,1,0,0,0,6
227,27812a7f29de4c6d62fe79357a6769106bc85b37e879bf8a390101a242516548,7YNA_chain_A,7YNA:A,1601,6,1,0,0,0,6
228,313117431a8c3892766e5d52d4cebab709f6dc830a45dc880f0e913fe80bec0e,EXOSC10,Q01780,885,6,1,6,0,0,0
229,9f400b4da38ae08e2a1454ee87f33c27193bb5159d5081eb93e552112b27ffa7,Mbnl3,Q8R003,342,6,2,5,1,0,0
230,d2e8b3878444451ede05852d6520dc5342f7e76403f8840852e36455381195f0,TNRC6C,K7EKN9,95,6,2,4,0,2,0
231,c1874e4a2a96216109a3cabf02a9d5841209f7eb273f766971fc49bee6d42452,1TFW_chain_G,1TFW:G,437,5,1,0,0,0,5
232,062500e7cf5d89dbdb076dc874ef2ea1e0178a3a995e12cdddf6b6114e5a31f8,1U6B_chain_D,1U6B:D,98,5,1,0,0,0,5
233,3476f23e24d3d206ee5e990e08f690886e42c0e49764136b0a5b41b727c0b205,3PLA_chain_A,3PLA:A,388,5,1,0,0,0,5
234,be9504635aedd607e66d722df929a6358a663dff30d53818c916af298ef1b1eb,4WSB_chain_A,4WSB:A,738,5,1,0,0,0,5
235,a35d9fcd8e2a64b01683ad692120538830127678365849822ad892a65208f86b,5G4U_chain_G,5G4U:G,123,5,1,0,0,0,5
236,a413c15e600e51109e52abaa23666df9c7e8e92a9c8baf944c9776f95867b524,7XC7_chain_A,7XC7:A,716,5,1,0,0,0,5
237,95b0df3c9cb8737919c75d9f667cb3ee4c85f074a21aa9c6af903b07634506bf,8FNI_chain_D,8FNI:D,516,5,1,0,0,0,5
238,60188dffbf90ae149f9943f0c2af631688b3925e6605e9ea61fa9377f8b8b07b,9IRF_chain_C,9IRF:C,337,5,1,0,0,0,5
239,9a33602f468ad08bca2d986ac9594a873515f68fdac41f3c44d97067127dc0d6,9PTJ_chain_A,9PTJ:A,411,5,1,0,0,0,5
240,f41c7c90f85a5b0867a7fc319cb07f4d2ee69615c3ba92a6dee54185b274183c,CBX7,Q8VDS3,158,5,1,5,0,0,0
241,eb8dd1cbc59f1355c708bacc431cd9fddf094ccbe0382daa168c56f98a4d5f9f,METTL1,Q9UBP6,276,5,2,2,0,0,3
242,23ca7dc387e857897899c78947a11ea6295891974f406dc769e22399dd1f3bbf,TNRC6A,H3BRT3,160,5,2,3,0,2,0
243,16af50ebfa648a9e0393a040a489018c309dda3baa3789b9655ba30411e6af85,TRIM25,Q14258,630,5,1,5,0,0,0
244,8ee6cc50029b2b4e1391fb4994e14805293867fa0597cc76f48cb2e4e5ae3622,2PXD_chain_B,2PXD:B,128,4,1,0,0,0,4
245,18613bc5001de2f3ce183ef54c1a303cd5244e41591ee4465f0296daba02723b,3HHZ_chain_I,3HHZ:I,421,4,1,0,0,0,4
246,132ce89a983c2c4c3bd283a768de916a43367244275f61d68c1b7feb70e4e838,3HO1_chain_A,3HO1:A,685,4,1,0,0,0,4
247,044465a2b6c525e6f472b94a4873b9017c4ccf467223863a49c23a4d034186f1,3OL6_chain_A,3OL6:A,471,4,1,0,0,0,4
248,35fd1e4677020ba65ff15383b838a6a471515d602c8811cf56e6ce5fcf00fd5b,4B3O_chain_B,4B3O:B,441,4,1,0,0,0,4
249,6a8d9be0fa863ed57dee1db83001178996329bab4f842615301cc4a1d3d9de09,4NIA_chain_A,4NIA:A,159,4,1,0,0,0,4
250,ee1f80a23f37d0b1330898d436503bf7febaa9375a7fb084e2aa7d0652b734ed,4Q0B_chain_A,4Q0B:A,556,4,1,0,0,0,4
251,b43eb509626050917ecb8d92a42d0680689c48a07ad3f38c11b5fbbff29a5706,4QI2_chain_A,4QI2:A,180,4,1,0,0,0,4
252,9c1b956f57bb4351f8f0e2d35d31edfb74d965a77d80d402b074ffa2c4c09ce9,5F8G_chain_A,5F8G:A,468,4,1,0,0,0,4
253,e13be874749a42e58106307bc46020ea6618b1f29646861079b5f0eb33535066,5M3F_chain_A,5M3F:A,1664,4,1,0,0,0,4
254,0099fbd7aa65c368240acf233121e1df1982ffcb5e74117fd4e4ac103271a6a4,5M3F_chain_B,5M3F:B,1203,4,1,0,0,0,4
255,614f5b50db3e8198312a817bfdf4f627877cbf40f4ae046e1626511d6e2f0d3b,5WZG_chain_A,5WZG:A,582,4,1,0,0,0,4
256,299959d766882004f0295db8c6f899f2802ce8b50a4dc6135207ffddc1b0f75a,6AH3_chain_B,6AH3:B,875,4,1,0,0,0,4
257,7d164d6376e96d4ce4a07a98d1dfa40983c2d6dc2fa702feaf089eacaf52ef0b,6AH3_chain_D,6AH3:D,279,4,1,0,0,0,4
258,2fc8246f5396a078d5f1773861d4525949e39aea5ce9c8b697be691fef46016a,6AH3_chain_E,6AH3:E,173,4,1,0,0,0,4
259,124393cf146b9d6fd3cfbb29749ad7042c7170b27c2f8b30cee1efa89770a653,6LSE_chain_A,6LSE:A,468,4,1,0,0,0,4
260,584bdb13fe914b22a2bdd00fbba67c85d76f03189af79cbcb412d8e976531ae0,6O1K_chain_A,6O1K:A,262,4,1,0,0,0,4
261,3837c9a1410bc31d2a5e1443b59d71bbe4509d10e5790f4e7009768b7937a96c,6UV1_chain_A,6UV1:A,448,4,1,0,0,0,4
262,57e0b785f373146d1f5702d683b67dde831d40d36a7543f09ea707d19dcd69bb,7N0B_chain_A,7N0B:A,139,4,1,0,0,0,4
263,617a34d8057af749e84e6a3fdeef7bfd32a323c6a6460e1231ce061df5202468,7N0D_chain_B,7N0D:B,527,4,1,0,0,0,4
264,de9d40cc389cfe1b1979eca11c031c74fba41635d096f9108838c7378dc306ff,7UZX_chain_A,7UZX:A,214,4,1,0,0,0,4
265,7e53b61870421407820c8b7c950dc2d1ee6405ec5c40de6aeb77ff45cc8f7b79,7V01_chain_D,7V01:D,340,4,1,0,0,0,4
266,c2076762470087e91fd570a4eeffb421c19d2d2093b68b59eec93403214647d9,7V01_chain_G,7V01:G,304,4,1,0,0,0,4
267,d6280e65ef2246582fe8b6fdb86d54c6dc499bac0c6c2e2539038d090a24931a,8FFI_chain_A,8FFI:A,452,4,1,0,0,0,4
268,041082d78138a6163f8e87c239fb8ceb3f280e78fea80d61f90736dd28c2194f,8FFI_chain_B,8FFI:B,507,4,1,0,0,0,4
269,efaee8cb2ecb85b98d5b344b213c3fd945572bd17c2273ae75f81e6de4051c00,8FNI_chain_F,8FNI:F,545,4,1,0,0,0,4
270,b2c04eb33dd04eec10df4f20f02e725ab7a3f24608a8a63170740068939f0902,8FNI_chain_H,8FNI:H,543,4,1,0,0,0,4
271,072c1bf31f59105cfe60ae4ceb31916980c127962b25cdd898fe5dfcac81ae16,8FNI_chain_K,8FNI:K,366,4,1,0,0,0,4
272,d612f9f9c0f6693d846276da02fe17ae49a15cb588084697eae40d11209524e7,8PNQ_chain_B,8PNQ:B,757,4,1,0,0,0,4
273,980c635b02e6a85a70888fd3859ca235312a2d7b95e5788e4e3a6da0a5342106,8PSZ_chain_B,8PSZ:B,519,4,1,0,0,0,4
274,f2f29ce96b0ec7107e84c09dce794b19b118d66ef46300aebefec5523bfc98cf,8PSZ_chain_C,8PSZ:C,478,4,1,0,0,0,4
275,d497cb648197b0dd6a7af5c02345667bff478b6871a31ed1801787d6230eb35a,9ASM_chain_A,9ASM:A,1337,4,1,0,0,0,4
276,b6e717c4fe95a68409e3608217a86a5203610cee181b9c41b692116a70639f23,9EC8_chain_A,9EC8:A,954,4,1,0,0,0,4
277,21a1290fc1465cf062c138e50ccb6026c16bb6e58f7b4010779036054ef9c123,9F20_chain_A,9F20:A,1028,4,1,0,0,0,4
278,9db43aff95b762f8e227fd3e0c7bca8fb29cd5f6dd2c52835f3f7cf513639178,9G06_chain_G,9G06:G,180,4,1,0,0,0,4
279,8977293d169d96936f1dec3900b2142db15d87cb41e91319e2e8788a09b281ba,9IJ0_chain_A,9IJ0:A,971,4,1,0,0,0,4
280,a9532d0ebe4ad2c162c34a4ee6e17a71bdb362fe85324b155c7b6e7772a301f7,9NHB_chain_A,9NHB:A,899,4,1,0,0,0,4
281,1a7e28eba1e5711d9b953401fe14921803dcb867e1d9fd755cf108195cc15de1,CELF1,Q92879,486,4,1,4,0,0,0
282,a376546dbc30cc26a6c7bb2d21f5cead88741bfeb70a35d7f36118e7531c3d37,FUS,P56959,518,4,1,0,4,0,0
283,24e544fc868280c6baf6ae11d35b248cae859fe7ef44f6c3752435fc92a18aa1,TOB1,P50616,345,4,1,4,0,0,0
284,caf95986e5f838fa99825bb8844e807acc83b15a5c71c301beda01c40ff3c7f6,USF2,Q15853,346,4,1,4,0,0,0
285,8fc3dddae897e6920baf0b92cc4663e41985cb491b09ec9df56b62323c42ef14,WDR4,P57081,412,4,1,4,0,0,0
286,9cdd8cc70c4f1be5cbbf0f887ded8f33a784ceef84efd2a3b0aefc320f063db5,1GTR_chain_B,1GTR:B,553,3,1,0,0,0,3
287,564338ad7ac9b9c13ff644b66638206153280a7953cf0ee7cc4cfc3525ff2ea9,1JBR_chain_D,1JBR:D,149,3,1,0,0,0,3
288,10da80c8cb3f137491c909b22cc280b1d32992e233156d76a79a9ae6a5460615,1U6P_chain_B,1U6P:B,56,3,1,0,0,0,3
289,e12263405bfe6fc3f03a99cb82cbc5b99207c42965d170b639a9597eb5019c2f,2BX2_chain_A,2BX2:A,517,3,1,0,0,0,3
290,992171d99aa59f225fd1d68ce96041f1ecea72a98f2ef1dffa10dbd138fd8eca,2GIC_chain_F,2GIC:F,422,3,1,0,0,0,3
291,796c98da284511ae33fe5d1ef4a81642676497096747d7114c8f81df3f6cedc2,2JLU_chain_A,2JLU:A,451,3,1,0,0,0,3
292,4e37e05d4912ccebab0eb66a115e5e0c1652a73f6e9abbfe303fac53d4ccd432,3AVU_chain_A,3AVU:A,1289,3,1,0,0,0,3
293,d42aca0281ae6bfa567157cf7793630c99213f7e6a7cfdb0bcc7dc1cb71fd812,3PLA_chain_C,3PLA:C,130,3,1,0,0,0,3
294,8fe5cefdc62fc517e8768de05fabcd92f0e55d282fbe83f81471992f0b1f3af1,3PLA_chain_E,3PLA:E,232,3,1,0,0,0,3
295,99d71d87e9dd7a4aea7792a031d0147960bde0d0fa0d5d206530cdcfb7b08e38,3QG9_chain_A,3QG9:A,413,3,1,0,0,0,3
296,27155f90f7bcaaac7b9a539f98f2101d4152d61c795dbcd7b60bbf3dae9031aa,4H5P_chain_B,4H5P:B,245,3,1,0,0,0,3
297,e70ab6034bdef9fed1d62eb2ec9f9e8fab49ea95f7f077e57fa1adab943194a9,4IFD_chain_B,4IFD:B,248,3,1,0,0,0,3
298,eff4ff961954b358d7a4b7bd5d9c7b77b5ea097d1bf2170ec5f3aa631ffe9eac,4LFZ_chain_M,4LFZ:M,126,3,1,0,0,0,3
299,a47369a6cda4be7aa9126aaae82a4fe678a4e671796197437f43785764f0abb0,4OO1_chain_G,4OO1:G,244,3,1,0,0,0,3
300,79cc7ac3a794116953b83574c8528d5c127a02993ce4ca149d45389267b71dec,4Q9Q_chain_A,4Q9Q:A,225,3,1,0,0,0,3
301,91c7cbfa01f7391c7b9528f11084d6131dbdeb2732b8f23dea7d7cbb82b31c83,4QYZ_chain_D,4QYZ:D,363,3,1,0,0,0,3
302,ac18e0420c0c2f6203d448528886e16740393ae0418a98369a5e20b1d3a364be,4QYZ_chain_J,4QYZ:J,224,3,1,0,0,0,3
303,fe7b6a4743e4a0025d64a80c86acb230ee930794d7336d205469165b569fe213,4UN4_chain_B,4UN4:B,1372,3,1,0,0,0,3
304,5a69cef7f22dd04eb942e746d36f129d6b14b9392b3533b5d9faa626390beccd,4V7B_chain_U,4V7B:U,71,3,1,0,0,0,3
305,0c7e78fb93a83b9c6a37b11770110ad9f6ed037f065fdd37a73351eeee26fa15,4X4N_chain_D,4X4N:D,457,3,1,0,0,0,3
306,2f6a5cdaf5f65d342d402fd73517f277758b94511d8680067568aa8697d05025,5BYM_chain_A,5BYM:A,400,3,1,0,0,0,3
307,c8f7c27160a3ffadc94b3701b4dab0adc40fb20c2e0f4e52498b3b50b992e608,5C0X_chain_A,5C0X:A,305,3,1,0,0,0,3
308,b4a5d6e7d73ed4e21f62fb6dcf42b401a50f35a626d0d6d76c1fe6419d5fcf1c,5E3H_chain_A,5E3H:A,695,3,1,0,0,0,3
309,90e5bce99c538755a036f989377556c91e0309011476ce8c7a4d3b601a524529,5EN1_chain_A,5EN1:A,184,3,1,0,0,0,3
310,0b7df5a184af9a6086e68775743c9f88f90fc81cf58931719cfa4b8e48d3f6ef,5F9R_chain_A,5F9R:A,1368,3,1,0,0,0,3
311,4211e60f7df90e136327ccc3c9948b400f9905df0df4c4439b6cb155a8b9b3ab,5HP2_chain_A,5HP2:A,403,3,1,0,0,0,3
312,e6b85ebbdc19f9bc9d2f2f72d573c0d2125d1b14241a2e8ccca9cbcf1f2d05bb,5JB2_chain_A,5JB2:A,680,3,1,0,0,0,3
313,3aac150a7e9d10a64d493e4701d50d492ef1ae2ddbffd0f9c2d8d428b2ff84c0,5JC3_chain_A,5JC3:A,701,3,1,0,0,0,3
314,8cbe3614a04d9ec361ff36dea3bfdbdbb14bf9f8ab412b96f7b0e60aaf38fab8,5MGP_chain_V,5MGP:V,75,3,1,0,0,0,3
315,75c1bd4a7f08032e53b21d6b2bdc4c1745215c89702365986ffa0f80cfdd9312,6AH3_chain_J,6AH3:J,293,3,1,0,0,0,3
316,661a516a314cf1a38c2ade5799d3bad9005e6390390493c04e2285008f83dc3f,6BSG_chain_A,6BSG:A,558,3,1,0,0,0,3
317,9f1b8e35d4af3e9bfe1f99ec4221894d0bed8efcc91595c944f54344e5feddc4,6D6Q_chain_M,6D6Q:M,1045,3,1,0,0,0,3
318,deba8720a5ce570579059be5777c3e66284b1cd35047d6f4bb639e59f2c5bcdd,6DCB_chain_B,6DCB:B,309,3,1,0,0,0,3
319,792e014dff3d4975695223d00f08c6730e968bdca0cd9539417255d0316c25c7,6GJZ_chain_A,6GJZ:A,1007,3,1,0,0,0,3
320,1196b8b1661f5d47a4df79e1b1a89a2420078c383353b1aa7fe2ba525101365b,6IFK_chain_G,6IFK:G,299,3,1,0,0,0,3
321,bb8706105cc631233e2f6806000244901e7b5af0e43863b5a27f85ccb15d9d53,6KUR_chain_A,6KUR:A,710,3,1,0,0,0,3
322,89e30155a8d6bf2c8f3b093bf405133b3fe08c7fb94b571d1386d822bd94dee0,6KUR_chain_B,6KUR:B,753,3,1,0,0,0,3
323,b59b6350b55cacdf9907e4eb634c19e400fac7badc257d2cabe310f25ceba0dc,6LNB_chain_G,6LNB:G,640,3,1,0,0,0,3
324,326c578f5be00c85685154d4898d5c81693389741fc78c86077db805654eee9a,6LNB_chain_M,6LNB:M,394,3,1,0,0,0,3
325,a771ec78f4163bc87c9127149dc4488644f7f123309e7d619f550842c777f874,6O7H_chain_E,6O7H:E,289,3,1,0,0,0,3
326,dbd7b5e945b6ede32a3f2284cedf8c3598af6e5b91a4ae2d5e110a0c7967b863,6TZ1_chain_A,6TZ1:A,1225,3,1,0,0,0,3
327,80f05fc35d0a418acb4b6935ba54ea66260716ca7732dbd035a688d875fd3b9a,6V4X_chain_F,6V4X:F,123,3,1,0,0,0,3
328,97d5c71411782e63d62b9e77fbca7338acc07057b84e5b620ed830eb278b732d,6V4X_chain_J,6V4X:J,1072,3,1,0,0,0,3
329,b3acec1678d9a9e5070ab1878443496123424fba61de17ec70f847dfadfc8fe5,6VFF_chain_A,6VFF:A,488,3,1,0,0,0,3
330,7368967d4a9d71a649116e5de166a1328a49f0b55c935f96150a25c34f188fca,6XN3_chain_A,6XN3:A,756,3,1,0,0,0,3
331,65cbb3ecfc663c18927241804a71d70f9adb0495a0a994d6b8c59d8c1e5e264a,6XN3_chain_C,6XN3:C,214,3,1,0,0,0,3
332,5e4b27f07ed9bc4f68106a1f1d0302b5fefe692665fed8392614aac6ba5df81f,6XN3_chain_G,6XN3:G,352,3,1,0,0,0,3
333,f7224b89133e76dd6e069bd176349ef727d6555014aeb934d9a942b9f2ea748d,6XN7_chain_B,6XN7:B,297,3,1,0,0,0,3
334,da4053e45ec2849b22f47f0b67038ccdf0f38c5de903cb0246573608aaa08f11,7AQC_chain_F,7AQC:F,179,3,1,0,0,0,3
335,34b30051ff846d118efe311289d3fb33ac041f0d79d869692108d4ecd03e0dbf,7AQC_chain_U,7AQC:U,94,3,1,0,0,0,3
336,9651e25992cd533798cfa9810d27e0d6f16b5ea108e03aa66560ebc99685c715,7BKP_chain_A,7BKP:A,1025,3,1,0,0,0,3
337,620accd6420726b014bd8609536c212049798af0c120cdd2c044550c34e1f68c,7MJX_chain_A,7MJX:A,457,3,1,0,0,0,3
338,74f2da299f48a3251f7a2a5a4c0fa444fd3cd82bd0bbd57e6672dab15f4ad439,7PLI_chain_A,7PLI:A,459,3,1,0,0,0,3
339,55a5637bdf5d83ce77fe2acb44dff36232b2db55c231836eb2830bf45c9dde1c,7QV1_chain_IA,7QV1:IA,166,3,1,0,0,0,3
340,478dd806155d19cd8b5ce6a021caff3585a96b344fb1d3848216cf93c26b9bcd,7U2A_chain_B,7U2A:B,518,3,1,0,0,0,3
341,3968bb571d4d57a93df5a0c1b39358dbbeba9b9a577469ce24a8c3537478af72,7UU3_chain_A,7UU3:A,386,3,1,0,0,0,3
342,2e8b6bcdae37873cdc681ca04ebe1bb82179cfb27ad9c1e738ba857ec965a85b,7V01_chain_E,7V01:E,757,3,1,0,0,0,3
343,8cb0985b3c797248c2d72def6b151303deb3eb523144cc8d0dd398a120150def,7Y81_chain_A,7Y81:A,1728,3,1,0,0,0,3
344,ad926a76864229b7a6d828bd949629a871ee2f7831f2b29512b2ea0d6ad0f97a,8B9K_chain_A,8B9K:A,1159,3,1,0,0,0,3
345,d516ad12ee76378cf0ed94d95802de7c30b0a6343825de0d5b9720e782fbe4f6,8BVJ_chain_A,8BVJ:A,82,3,1,0,0,0,3
346,a21a471b13918e98e73b041dad3f42eba62891d2715f54d3cb57962eaeb9b730,8CBK_chain_F,8CBK:F,408,3,1,0,0,0,3
347,bb4bca5e772b311f3d8d2a0c3648ed3654bc5743c191e9d63135820c65df2e7c,8DG7_chain_D,8DG7:D,465,3,1,0,0,0,3
348,653f905f8ee32c0b8fa08793f6a7cec8fbdf5a612bf35037b2cb69076ad9e5aa,8FNI_chain_C,8FNI:C,402,3,1,0,0,0,3
349,3b1215e8dec43dc2c1fac0239f0d5ea11740996441985fc1a3cf9cfec8482bc7,8HF1_chain_A,8HF1:A,1721,3,1,0,0,0,3
350,8dfe410df93890de70b7522d9f21eca7892ec2ff6458bda86eba6052a6738e07,8IFK_chain_A,8IFK:A,450,3,1,0,0,0,3
351,ce5dad60e5ba826ab43f39186ed7a943ad297b43d71472f6e8ab73ee201c926b,8IFK_chain_B,8IFK:B,507,3,1,0,0,0,3
352,d2dd4d376f027d4091edd340b3436a3526b2152dcd1b7cdb914fe8624e90ce02,8IN8_chain_B,8IN8:B,473,3,1,0,0,0,3
353,c86266cbe482b3e1895051693e66bd1b1ce3c8592612d5ac5ef2668531329b59,8OPP_chain_A,8OPP:A,1495,3,1,0,0,0,3
354,8bfd4353d22491f0168b382d7121a8a2cd15488d84d9be6e386165e7e842b4c5,8XMB_chain_A,8XMB:A,1498,3,1,0,0,0,3
355,43362581487dc3cb79c41feab5908a0e676b73470f30946af2dee83c46e29d1c,9JPF_chain_C,9JPF:C,342,3,1,0,0,0,3
356,d9663e5c114cc541983c6af32c540b6e43a5e10a1448f80cd949b0576eb48292,9K1O_chain_A,9K1O:A,897,3,1,0,0,0,3
357,fd2dbbbf24b8b0acb2d8b7ba877a0452813330197850344e51ca4652a2acca8f,9LQ5_chain_B,9LQ5:B,600,3,1,0,0,0,3
358,7da71d00436181f57ab2f0269055154512dc7b44f6e7dfdc1ac877d9e444e8d1,9LQ6_chain_A,9LQ6:A,469,3,1,0,0,0,3
359,b4d019a4413d533e1c1c75cad04b7f14a7031f4cafd21e0f002f4d66cba7ca58,9LQ6_chain_C,9LQ6:C,423,3,1,0,0,0,3
360,df0a8144636589e7fe407525f2183e47750f238d714a0a57b0d9efa4e272e37d,9LQ6_chain_I,9LQ6:I,314,3,1,0,0,0,3
361,cf5cb3e2f601664eb93bc5fa3415029507528027e3b1369bc4169f757529e2d3,9YFL_chain_A,9YFL:A,64,3,1,0,0,0,3
362,7115b0a71c990b7878455955cd41238504212af31c24c10c569aa4c6485ad580,9YFL_chain_B,9YFL:B,514,3,1,0,0,0,3
363,e7c858efaaac8c5a74d7eda581344c5fad30e68d71d63c58f8ea45f412d53b63,9YFL_chain_C,9YFL:C,156,3,1,0,0,0,3
364,e40d65ca0692499671a7dd9195a55ab7312099b9011cd034a390169a9d196b4d,DDX5,P17844,614,3,1,3,0,0,0
365,989d09bd54f47510efe05907a8a3bdafccc091740a957ccb0a46e0dae09a419d,EIF3G,O75821,320,3,2,2,0,0,1
366,b72ad043cf342785ceb6ef527c4a979d83c8b2235c69977340153c4f9d800fd2,FUBP1,Q96AE4,644,3,1,3,0,0,0
367,c0ae1b33e764db878f3ecbddeeedd4a2433aa2af2c01cf443074db4a10183939,IFIT2,P09913,472,3,1,3,0,0,0
368,f43920bd3313d8843f40adbfd497796d627bd474a3d3423edb54a69ed415ee22,MTDH,Q86UE4,582,3,1,3,0,0,0
369,db5e44627aab2c073fc65040dc4139c336ba04e5db1739e7996335cf86955809,NAT10,Q9H0A0,1025,3,1,3,0,0,0
370,db57d2798afde791e21bbea9f3f553970ba4ecbdfe9851e5801fc3daef97070d,PKR,P19525,551,3,2,2,0,1,0
371,07d516b05967d8e9722702899ca0ae18b3c07f37d51f7789518a037c0420b18f,PUS10,Q3MIT2,529,3,1,3,0,0,0
372,c6cb1a46779aa72421ead8dd2c669f67b86be9934f7e3950a2bdd4eb0c725344,SCAF8,Q9UPN6,1271,3,1,3,0,0,0
373,8e1d1be13c01d136e5b36bebfb9e6e20ca1137844bae1502d03a286e496c8a72,SNRPA,P09012,282,3,2,2,0,0,1
374,278a5963c200f6209026c98eb46457af9f5d4343e027b5dd8ce80af95dd16f60,ZC3HAV1,Q7Z2W4,902,3,1,3,0,0,0
375,3a390eec333d93e58b2cde62ee088800c2f712f5f323f19eca1414061bf054f2,1DZ5_chain_A,1DZ5:A,101,2,1,0,0,0,2
376,9f918f89f510f9d18da0b7d1d2fc71c34d527a92d1769c88687ff8250a0c12d1,1EXD_chain_B,1EXD:B,548,2,1,0,0,0,2
377,7dad26ffb17902137e6bf97ea438312b5019ae5b14ff61d54a2a4e9ee7cb225e,1FJE_chain_B,1FJE:B,175,2,1,0,0,0,2
378,9b7a54630025aae5dab8ec9761cd53118e7c1026c8aa14a9b40818285e89a215,1H38_chain_A,1H38:A,883,2,1,0,0,0,2
379,93faba301b5d91b82e06a0314be5d2e808aa8ec2dab9f9476b99308f39c2fc12,1JID_chain_B,1JID:B,128,2,1,0,0,0,2
380,179bcecd8a7a5e9fb58dfbc0f9ab6dee2423dbcfcb0fffbeedc8d91fd277c1fd,1LNG_chain_B,1LNG:B,87,2,1,0,0,0,2
381,2c56aeaa3e81d0150e8d046673822822e89cfd6c0f42d2f859e22c2dbbf2e5d9,1M5K_chain_F,1M5K:F,100,2,1,0,0,0,2
